0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.299628868623082578e+00,-2.043779260355864658e+00,-3.103411282264586291e+00,1.361229055540468247e-01,9.622069698032902352e+00,-6.448896245630645119e+00
8.005137841032745616e-01,6.243290436323938764e+00,1.441593876242776684e+00,-2.362907614407747658e-01,1.411880598799992015e+01,-2.937440238123961489e+00
2.372972888846125450e-01,-2.005309390507854506e+00,-3.314279979687880129e+00,3.543399071116619226e+00,1.072936333134993170e+01,-6.313801486121233708e+00
-4.481589544326958219e+00,-7.198109825306978848e+00,-7.145064759607647531e+00,-7.170317191593515105e+00,-1.016787827477151218e+01,-1.134338850669786858e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.176457477668856555e+00,-6.871748074691697461e+00,-6.877269995457614193e+00,-6.905699002391841645e+00,-8.728604439747975619e+00,-8.878285732816795672e+00
-4.049155899063141106e+00,-5.432411546301156413e+00,-5.370578405181482218e+00,-5.400203333902485525e+00,-8.034884709411503678e+00,-6.208650642466287728e+00
4.677318303928977627e+00,-3.746745545882999906e+00,-3.911679468444446695e+00,-3.901525915211691675e+00,-7.596843233799683404e+00,-3.823062349022499973e+00
3.793307780690526876e-01,-6.348288833176029655e+00,-6.407248838525787527e+00,-6.475678328757370039e+00,-8.285144920107709865e+00,-9.020225063004581045e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.591066724716220016e+00,-5.635420569240453759e+00,-5.613275632188750031e+00,-5.625554689026757593e+00,-9.909151857171334399e+00,-8.477977106653472816e+00
-6.214478888348351937e+00,-6.187365633834964740e+00,-2.626784831826383559e+00,-6.224338064577174201e+00,-6.320061141738817057e+00,-9.336739933189740270e+00
-1.804175113236045958e+00,-5.093548054939752490e+00,-5.051115989113163174e+00,-5.018743693229970049e+00,-6.306086534623980278e+00,-9.174288874161252494e+00
-2.245088838127623276e+00,-6.533468337222266165e+00,-6.523328683764770375e+00,-6.545712005590259785e+00,-1.091313893255160750e+01,-1.099875751659610046e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448339541996349134e+01,1.579173356987183752e+01,2.686121551938373653e+00,1.428892733089957545e+01,8.490713050018275254e+00,1.999999999999998579e+01
1.072936333135002940e+01,-8.550406488994177767e-01,-2.889175671140665980e+00,-4.726149620098838433e-01,-2.581303253371127315e+00,-3.944888048466130837e-01
1.527152119999992763e+01,5.910169053732451161e+00,-1.197144446477322433e+00,2.973071312381620146e+00,-4.793912999258668428e+00,-1.151094352787539687e+00
1.184784174883868957e+01,2.864912339631671134e+00,-2.026060101654769241e+00,1.952218690931724510e+00,-3.125410068184523382e+00,6.140802986176456812e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.624798631787019332e+00,-4.584358941132814280e+00,-4.524276255525383483e+00,6.989488294618085185e+00,-7.855382126553302591e+00,-9.749674894372557077e+00
-1.740695709633062194e+00,-2.107777296822802349e+00,-2.106975101406502127e+00,1.239901830826981133e+01,-4.350025292010547773e+00,-5.669531267731238167e+00
-3.778928722665069184e+00,-3.716461311849099225e+00,-2.969577368971016096e+00,5.803622138221913751e+00,-8.105952176020336353e+00,-7.306211623724889748e+00
-2.105259942332949663e+00,-6.771093685412175489e+00,-6.897794923518606680e+00,-6.917336186359166916e+00,-9.480124843922059341e+00,-7.608927940311490445e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.351670647558250060e+00,-6.594867106933626211e+00,-6.615035892743740042e+00,-6.626226365976730648e+00,-8.653146349074411603e+00,-7.602628944618784246e+00
1.327215091454353457e+00,-5.222122126271758979e+00,-5.181685120384591947e+00,-5.210532371057796652e+00,-9.088489787469992365e+00,-9.908172854627689929e+00
3.273694556406297362e+00,-3.604918877110658393e+00,-3.609391191476096772e+00,-3.945267026057489357e+00,-5.895636713381000149e+00,-7.625794906563548636e+00
2.860183128051317913e-01,-6.586830391762157788e+00,-6.558608305243996739e+00,-6.553353122669674846e+00,-1.048310969582868779e+01,-9.633379157064206666e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.778313976125352802e+00,-5.772451591523095615e+00,-5.802228557211163817e+00,-1.884515956512044621e+00,-7.063721847369998308e+00,-8.719254482783727056e+00
3.088713633615109533e+00,-6.068854935764480096e+00,-6.088152282495831180e+00,-6.178397113191342882e+00,-6.676228870288466233e+00,-8.759599318079226649e+00
2.685548855243061972e+00,-4.927539280241533426e+00,-4.962949776277947755e+00,-4.988918423604299157e+00,-7.857548026242194616e+00,-6.150523016494687134e+00
1.022103350966140134e+00,-6.423016813542747450e+00,-6.435566439392283122e+00,-6.260165775445421410e+00,-1.096842135941480834e+01,-6.723151508254868958e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.088099999999999956e-01,6.193281595361377345e-02,-1.000000000000000056e-01,1.199957739909838494e+01,-9.815662000000000553e-01,-9.815662000000000553e-01
1.469399455907695495e+00,-2.735924814182607356e+00,-2.695657577387603254e+00,-2.909898295361457610e+00,-3.719436286851591333e+00,-5.136160908332755071e+00
8.000714638907298060e-01,-9.768891051536172654e-01,-1.017275101874528520e+00,-1.050316735071554097e+00,-3.601821505873836760e+00,-4.868235041469081814e+00
