-1.149514384855783256e+01,-1.147001007126956118e+01,-1.148613519398633009e+01,-1.143500435105851487e+01
-1.098050512072941665e+01,-1.095906819584255842e+01,-1.098477513130589145e+01,-1.094674824700737403e+01
-1.028514322078511434e+01,-1.028241992967830498e+01,-1.030440290410640714e+01,-1.032377491552405324e+01
-9.575865188084158319e+00,-9.541638049953283129e+00,-9.585211253725429259e+00,-9.654455120037019000e+00
-8.802823030708632146e+00,-8.797015987919735380e+00,-8.828640850644521976e+00,-8.862197975667511329e+00
-8.135742640123870828e+00,-8.008095427697304203e+00,-8.017938377258339244e+00,-8.156157453308154004e+00
-7.223686000225527870e+00,-7.188763205686997004e+00,-7.212311697573677627e+00,-7.256195394426675271e+00
-6.472408058471919468e+00,-6.391918118151551198e+00,-6.412055261745866375e+00,-6.411855726566646929e+00
-5.585937925865533060e+00,-5.545830943288329706e+00,-5.574439362850194257e+00,-5.754733864759009165e+00
-4.743171024441742212e+00,-4.692197107857160709e+00,-4.698846703209063946e+00,-4.840237217333101860e+00
-3.858995707187382607e+00,-3.832278420750755643e+00,-3.836624820639814804e+00,-4.036159214427314623e+00
-3.053589925260649096e+00,-3.118255765426785509e+00,-2.955517461865883710e+00,-2.964482693208790209e+00
-1.191837610099124056e+01,-1.194066848392409241e+01,-1.194687675626875567e+01,-1.192087210030561195e+01
-1.131959104436672092e+01,-1.129276108180037497e+01,-1.128842688679127804e+01,-1.137471281306333282e+01
-1.048419756576545581e+01,-1.044882820081327957e+01,-1.045044424760494017e+01,-1.095396631179858460e+01
-9.576036305285756001e+00,-9.554600475613954202e+00,-9.555207875821956520e+00,-9.567508508388240074e+00
-8.915347041981830145e+00,-8.645529573710604154e+00,-8.645794750464981249e+00,-8.842961881063404306e+00
-8.079896370812221562e+00,-7.724416612447272179e+00,-7.724466271908973170e+00,-8.160871441382795410e+00
-6.966439368441714741e+00,-6.793013780082490349e+00,-6.793049360132260794e+00,-7.262437320127572704e+00
-6.254591530241341957e+00,-5.851792386689860237e+00,-5.851809382080894295e+00,-5.909918077452694263e+00
-5.305720096700844657e+00,-4.900921938755089968e+00,-4.900924889276746299e+00,-5.475384434907758724e+00
-4.385395707172995650e+00,-3.940382524288454924e+00,-3.940382958334764485e+00,-4.471614159017585521e+00
-3.920891692447352472e+00,-2.970097541064622870e+00,-2.970097771697267852e+00,-3.584744334523990439e+00
-3.143050053933793997e+00,-2.758585580212860933e+00,-1.989999999993947721e+00,-2.688773224485753843e+00
-1.265631818216975546e+01,-1.136151282838702059e+01,-1.312338693470680973e+01,-1.224638140416313803e+01
-1.210038818798569871e+01,-1.046617457412831342e+01,-1.121232244545489891e+02,-1.224594673323540839e+01
-1.132269454591584079e+01,-9.561792499119516009e+00,-1.121217428755968086e+02,-1.136124416939284920e+01
-1.043838345494741482e+01,-8.648275251635883620e+00,-1.121134997760653818e+02,-1.045764826722750307e+01
-9.548409863248519258e+00,-7.725530557207971327e+00,-1.121236873266403649e+02,-9.560426354148290784e+00
-8.637137657481421371e+00,-6.793465209300984853e+00,-1.121153181783371906e+02,-8.647245191324538283e+00
-7.722694590950036186e+00,-5.851985059899988073e+00,-1.121203050021977958e+02,-7.723686058590518932e+00
-6.789807305719505415e+00,-4.900995009999991936e+00,-1.121016327112276514e+02,-6.792087371490499237e+00
-5.848328007075044965e+00,-3.940398999999994878e+00,-1.121209075692297716e+02,-5.849173728253425963e+00
-4.899451521269318377e+00,-2.970099999999996854e+00,-1.121037584360269506e+02,-4.900232960397782556e+00
-3.939821734506947060e+00,-1.989999999999998437e+00,-1.120837504047089084e+02,-3.940226328505646247e+00
-2.969949811051523003e+00,-1.989844527223528781e+00,-9.999999999999995559e-01,-2.969779739219913672e+00
-1.224789770010314172e+01,-1.121226860983653779e+02,-1.312524126435357275e+01,-1.312526534915213183e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
