-1.473805753890126446e+01,-1.394128058930798453e+01,-1.563328061039940309e+01,-1.460481587049652141e+01
-1.373621122965262487e+01,-1.310345444445089136e+01,-1.474608960275697278e+01,-1.480417180202134020e+01
-1.286909649402061717e+01,-1.204481550719320104e+01,-1.423453152401050836e+01,-1.391397825379292996e+01
-1.191412855783534042e+01,-1.115184420950817135e+01,-1.285385965811623521e+01,-1.312386257375228560e+01
-1.091333308858699169e+01,-1.006399789315201687e+01,-1.183994122905749968e+01,-1.206257549308348054e+01
-1.017655941192230529e+01,-9.023587872093713713e+00,-1.097938544509240089e+01,-1.116857066194281067e+01
-9.115388739737998236e+00,-8.104164116671407569e+00,-9.426888513923755042e+00,-1.028549543902922636e+01
-8.051686035894732640e+00,-7.051247393246281803e+00,-7.472569596273709536e+00,-9.265867664871503706e+00
-7.113646185432358493e+00,-6.209329525643171088e+00,-6.351078430518764861e+00,-8.266190710712002954e+00
-6.190129359666922682e+00,-5.114514996037170746e+00,-5.413153152766813747e+00,-7.248225779535818702e+00
-5.171764534877513420e+00,-4.180179395227703765e+00,-4.476419462497462476e+00,-6.302211086320144595e+00
-4.055509329703361310e+00,-4.115913993748409716e+00,-3.182860689019644695e+00,-5.235176689051646903e+00
-1.478743916987769680e+01,-1.519892333954617847e+01,-1.705505211186701686e+01,-1.549642658764462411e+01
-1.383938144446499052e+01,-1.425193494117092996e+01,-1.917070719674400081e+01,-1.479557396547498449e+01
-1.302857205571848986e+01,-1.305764699503063575e+01,-1.961949386400694095e+01,-1.316000804843160310e+01
-1.190143678346880129e+01,-1.207900666333142503e+01,-1.237813749938029950e+01,-1.381073875039718324e+01
-1.115305683308478457e+01,-1.092098523130242782e+01,-1.635339315858617582e+01,-1.121555094448463130e+01
-9.966059588313044060e+00,-1.067636904288349875e+01,-1.028169991878125700e+01,-1.102680621886012169e+01
-8.960894511857482314e+00,-7.304097283505726956e+00,-1.811856582985033626e+01,-9.143480392474693019e+00
-8.074909032667280329e+00,-6.290545798175566361e+00,-8.921084257770749204e+00,-8.222344043655972712e+00
-6.978228581892421900e+00,-5.226243225212314769e+00,-9.876579994760575687e+00,-7.190817205204097284e+00
-5.904037038609206256e+00,-4.371580861264862783e+00,-7.865183867371014159e+00,-6.291823900165023353e+00
-4.721185494550963924e+00,-3.024425010863247110e+00,-8.184783873668921572e+00,-5.336626774726122235e+00
-4.363127743518917079e+00,-3.086541717177874844e+00,-2.038487166263181827e+00,-4.219882878394107806e+00
-1.565416016274040345e+01,-2.015709751338589939e+01,-1.760747950835334663e+01,-1.646350518779482641e+01
-1.494036405841448634e+01,-2.087534070018045895e+01,-1.326929304231093738e+02,-1.738346797823292178e+01
-1.330005306584513569e+01,-1.840749915850219054e+01,-1.055320625233812422e+02,-2.161546753220605765e+01
-1.183925303715292543e+01,-1.729327534397264898e+01,-8.116024311094801647e+01,-1.196570575307805662e+01
-1.099225324260164527e+01,-1.121645372276243613e+01,-1.002392376954656044e+02,-1.273262620802100287e+01
-1.004205710346218439e+01,-1.626658656381783530e+01,-1.009882469042682658e+02,-1.016247376168855787e+01
-9.177410276952008061e+00,-1.085242603158907215e+01,-1.024163531466689960e+02,-1.481593169322230885e+01
-5.188382249217636577e+00,-4.995873947385858216e+00,-8.447080450294643583e+01,-9.169299690639368450e+00
-6.013736037838824267e+00,-1.097087587301562195e+01,-8.421030952121540736e+01,-1.003740295404527139e+01
-4.799332542852393857e+00,-3.812862835564194697e+00,-7.521148961382480991e+01,-6.202958622818755430e+00
-2.644353227724886679e+00,-1.990230946120320921e+00,-6.707138589236195969e+01,-8.244911933754075051e+00
-3.277558140233073125e+00,-2.024287340231698984e+00,-9.999999999999995559e-01,-2.975824178744661541e+00
-1.658700329460654288e+01,-1.165353221510533785e+02,-1.802721646641167652e+01,-2.285649118513616074e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
